source,T_MeV,sigma_GeV3,free_energy,residual_norm
bk_s_curve,87.00443547256637,-0.01697168203045501,-0.003746118719075569,2.873974391803813e-10
bk_s_curve,86.89288704878392,-0.0169793591414656,-0.0037592920775156758,2.84655632398767e-10
bk_s_curve,86.78181425120543,-0.01698695897190991,-0.003772385078980385,2.8207725044637755e-10
bk_s_curve,86.67121387462839,-0.016994482406777082,-0.0037853977486068543,2.794193765254249e-10
bk_s_curve,86.56108274189197,-0.017001930319328333,-0.003798330119120677,2.7732149909809323e-10
bk_s_curve,86.45141770355647,-0.017009303571164532,-0.0038111822307357103,2.751365801856309e-10
bk_s_curve,86.34221563766664,-0.01701660301245648,-0.0038239541310369583,2.7242674782712584e-10
bk_s_curve,86.23347344945016,-0.017023829482160167,-0.0038366458748724454,2.6988278278849975e-10
bk_s_curve,86.12518807108044,-0.01703098380805242,-0.003849257524243832,2.676274757362762e-10
bk_s_curve,86.01735646140335,-0.01703806680712259,-0.003861789148199626,2.6533575336884496e-10
bk_s_curve,85.90997560570054,-0.017045079285597658,-0.003874240822722756,2.6306645750651114e-10
bk_s_curve,85.80304251534972,-0.01705202203905388,-0.0038866126306302913,2.608528948400135e-10
bk_s_curve,85.6965542276677,-0.017058895852719705,-0.003898904661460238,2.586895142542289e-10
bk_s_curve,85.5905078056062,-0.017065701501605905,-0.003911117011370962,2.563893541918105e-10
bk_s_curve,85.48490033747818,-0.017072439750500122,-0.003923249783032009,2.544346955346555e-10
bk_s_curve,85.37972893676813,-0.01707911135442184,-0.003935303085521549,2.52232457143009e-10
bk_s_curve,85.27499074183,-0.01708571705846812,-0.003947277034222821,2.497440032556142e-10
bk_s_curve,85.17068291565501,-0.017092257598155417,-0.0039591717507196185,2.48103759759033e-10
bk_s_curve,85.06680264568112,-0.017098733699493805,-0.0039709873626975044,2.4562418765583516e-10
bk_s_curve,84.96334714344482,-0.017105146079169815,-0.003982724003834576,2.4386936914311264e-10
bk_s_curve,84.86031364446387,-0.017111495444606068,-0.00399438181370876,2.414970445840936e-10
bk_s_curve,84.75769940790553,-0.017117782494215292,-0.004005960937693402,2.3930990522558204e-10
bk_s_curve,84.65550171639613,-0.017124007917420234,-0.004017461526855432,2.3728374820564113e-10
bk_s_curve,84.55371787578171,-0.017130172394871034,-0.004028883737862713,2.354285655314925e-10
bk_s_curve,84.45234521496974,-0.017136276598616697,-0.004040227732877819,2.328763848424842e-10
bk_s_curve,84.35138108549243,-0.017142321192024433,-0.00405149367946686,2.3120483305660855e-10
bk_s_curve,84.2508228615698,-0.017148306830189627,-0.0040626817505002265,2.2915491726394066e-10
bk_s_curve,84.15066793964385,-0.017154234159852372,-0.004073792124055464,2.2723245507449974e-10
bk_s_curve,84.0509137383144,-0.017160103819627858,-0.004084824983324804,2.2531798649083612e-10
bk_s_curve,83.9515576980223,-0.017165916440019354,-0.00409578051651631,2.233218054925601e-10
bk_s_curve,83.85259728088596,-0.01717167264370489,-0.004106658916762509,2.2145929534644893e-10
bk_s_curve,83.75402997047293,-0.017177373045482766,-0.004117460382027702,2.1966872765233347e-10
bk_s_curve,83.65585327161823,-0.017183018252526137,-0.0041281851150133525,2.1754864576450927e-10
bk_s_curve,83.55806471012647,-0.017188608864339563,-0.004138833323066922,2.157720668805041e-10
bk_s_curve,83.46066183268252,-0.017194145473048376,-0.004149405218092369,2.1389090498757923e-10
bk_s_curve,83.36364220655041,-0.017199628663385945,-0.004159901016456048,2.1237078762226247e-10
bk_s_curve,83.26700341944391,-0.01720505901286859,-0.0041703209389013975,2.1006751893537512e-10
bk_s_curve,83.17074307924187,-0.017210437091811276,-0.004180665210455925,2.0875701167710758e-10
bk_s_curve,83.07485881388618,-0.01721576346352052,-0.004190934060348891,2.0631074626464851e-10
bk_s_curve,82.9793482710727,-0.01722103868436264,-0.004201127721914795,2.048567981915994e-10
bk_s_curve,82.88420911817643,-0.0172262633038747,-0.004211246432514781,2.0344481654888114e-10
bk_s_curve,82.78943904199294,-0.017231437864873543,-0.004221290433447459,2.0142509882248305e-10
bk_s_curve,82.6950357485152,-0.0172365629034608,-0.0042312599698634615,1.9965962216872413e-10
bk_s_curve,82.60099696281749,-0.017241638949273136,-0.0042411552906817885,1.9774470949585066e-10
bk_s_curve,82.5073204287998,-0.01724666652545411,-0.004250976648503079,1.9642709681022552e-10
bk_s_curve,82.41400390910076,-0.017251646148804964,-0.004260724299532693,1.942757066331069e-10
bk_s_curve,82.32104518476655,-0.01725657832984506,-0.004270398503491649,1.9303092457789717e-10
bk_s_curve,82.22844205523072,-0.017261463572913163,-0.0042799995235409,1.906450552979777e-10
bk_s_curve,82.13619233798453,-0.01726630237624856,-0.004289527626194171,1.891884426896695e-10
bk_s_curve,82.0442938685177,-0.01727109523211412,-0.004298983081244015,1.8767720710854974e-10
bk_s_curve,81.95274450009951,-0.01727584262685876,-0.00430836616167822,1.860100962147726e-10
bk_s_curve,81.86154210356356,-0.017280545040929806,-0.004317677143605594,1.8477508412217958e-10
