T_MeV,sigma_u_GeV3,sigma_s_GeV3,uv_residual,ir_residual
113.13131313131314,0.03080398237712319,0.027450120225572763,1.0562328789376352e-11,8.645528737361019e-11
115.65656565656565,0.030591980782636075,0.027272413119219064,8.940626017306386e-12,8.79438744050276e-11
118.18181818181817,0.03033665436223834,0.027058798567179448,1.017741446673881e-11,7.538858426414663e-12
120.7070707070707,0.030030849112520446,0.0268034638208973,1.7255086248724183e-12,8.677858431838104e-11
123.23232323232324,0.029665977106661374,0.02649947292356061,3.1521452115157444e-12,3.455724595369247e-11
125.75757575757576,0.029231545064831266,0.026138409453896047,9.048983784509801e-12,4.623856852958852e-11
128.28282828282826,0.028714448458242774,0.025709845372916734,2.7344793096517606e-13,3.6422420635062736e-11
130.8080808080808,0.028097869593694997,0.0252005185213715,4.402589404151058e-12,8.981970722743426e-11
133.33333333333334,0.027359466681441045,0.024592992012727896,6.657452367164751e-12,1.4146905868983595e-11
135.85858585858585,0.026468197316054348,0.02386332519529411,4.533151631846977e-12,7.151612635425408e-12
138.3838383838384,0.02537824951473303,0.022976671870341723,8.824052599720744e-12,5.848121986673505e-11
140.9090909090909,0.024015999811538017,0.021877939478708308,3.000710790956873e-12,2.3665336357225897e-10
143.43434343434345,0.02224665518862774,0.020468262286611843,1.6699974736411605e-12,2.637179363773612e-11
145.95959595959596,0.019759756597387667,0.018525878191483307,1.6507906153151453e-12,4.431299771567865e-11
148.4848484848485,0.015275116272056842,0.015176659035437681,1.3860024239420454e-12,4.731504077426507e-11
151.010101010101,0.003255886435367958,0.008345302767385434,3.8681557956721235e-13,3.065458997753012e-11
153.53535353535352,0.0020156825745397088,0.007846925486767114,4.1158743080416116e-13,6.947056263584273e-10
156.06060606060606,0.0015021696413183804,0.007553121021554438,2.1380119896718952e-13,4.332756375902136e-12
158.58585858585857,0.0012123925069722136,0.00730809131500682,1.2445600106048005e-13,2.986055847031821e-12
161.11111111111111,0.001024392187019026,0.007084097037806456,4.453104551771503e-13,4.973799150320701e-13
163.63636363636363,0.0008917592358545253,0.00687283317552162,6.736972091303528e-14,1.4562795414008178e-12
166.16161616161614,0.0007927080564005546,0.006671109628799465,8.826273045769994e-14,5.03685981811941e-12
168.68686868686868,0.0007156018742962271,0.006477462397045304,3.460565167756613e-13,1.0222933610748441e-12
171.2121212121212,0.0006536434878894959,0.0062910952932563255,6.163819454840791e-13,8.65529869997772e-12
173.73737373737373,0.000602590732307012,0.006111491734121011,3.3499591989283317e-13,1.4504841772122745e-11
176.26262626262627,0.0005596567411328266,0.005938257546964981,3.2307490016592055e-13,8.149037000748649e-13
178.7878787878788,0.0005229340602296778,0.00577105388373289,3.718692020981962e-13,2.808420163091796e-12
181.31313131313132,0.0004910725221106961,0.005609568560271407,1.704886232190006e-13,9.2148511043888e-13
183.83838383838383,0.0004630892106177142,0.005453504305658046,1.0887124535230441e-13,2.6068036618198676e-13
186.36363636363637,0.00043825131199264007,0.005302574332132131,2.902122986370159e-13,3.683719995706269e-12
188.88888888888889,0.0004160011522584362,0.005156501556603601,1.1803752419936586e-13,7.118750033896504e-13
191.41414141414143,0.0003959067151000556,0.00501501887797203,4.374278717023117e-14,9.813447832129896e-10
193.93939393939394,0.00037762801958115584,0.004877869830528638,2.417996358694552e-13,6.448273026649076e-10
196.46464646464645,0.00036089380992741446,0.004744809490733382,4.514444373882043e-14,4.287481480957922e-10
198.989898989899,0.0003454849406826084,0.004615604539689866,2.5521251778570786e-14,2.7995827878157797e-10
201.5151515151515,0.00033122239523583944,0.004490034096352678,5.2735593669694936e-15,1.8530066370203713e-10
204.04040404040404,0.0003179584668606878,0.004367889208379415,6.382394612813869e-14,1.2605694266198952e-10
206.56565656565655,0.000305570160238353,0.004248973062108592,7.314981953499e-14,8.56152926331788e-11
209.09090909090907,0.0002939541990665482,0.004133100369811926,1.088573675644966e-13,5.4811932770348903e-11
211.6161616161616,0.0002830232136875169,0.004020097177885703,3.2821401846350184e-14,3.863021014183232e-11
214.14141414141412,0.0002727027595805821,0.003909800395334766,3.2258917759264705e-14,2.5142110615661295e-11
216.66666666666666,0.00026292899685999413,0.003802057133715227,1.42934275526585e-13,1.855293696451099e-11
219.1919191919192,0.00025364685482853966,0.0036967239080446797,1.2670767213229794e-13,1.5554446619603368e-11
221.71717171717174,0.00024480856329246877,0.0035936666350949963,1.2427558981897846e-13,1.049338393954713e-11
224.24242424242425,0.00023637245976443038,0.003492759743580075,5.998673779927799e-15,6.019851284122524e-12
226.76767676767676,0.00022830204706078438,0.0033938855865703753,1.2226678003379732e-13,6.249445405615006e-12
229.2929292929293,0.0002205651941954005,0.0032969340346923216,7.636252741249905e-14,5.296652005881697e-12
231.8181818181818,0.00021313351016074786,0.0032018016261161405,1.0041620313039346e-13,4.370281914134466e-12
234.34343434343435,0.00020598179430514495,0.003108392072392576,7.325390294354861e-14,1.3818252098118933e-12
236.86868686868686,0.00019908760026710704,0.003016614259798615,7.17134684968812e-14,2.851052727237402e-12
239.39393939393938,0.00019243086532617516,0.0029263833119826297,1.90056304028019e-14,1.0627054791711998e-12
241.91919191919192,0.00018599358926421717,0.002837619393950679,2.5653090762745023e-14,1.396660564978447e-12
244.44444444444443,0.00017975959061236033,0.002750247405345871,3.066991105526995e-14,1.773026170326375e-12
246.96969696969697,0.00017371425583867256,0.0026641969479901276,4.126907149348824e-14,7.760458942129844e-13
249.49494949494948,0.0001678443648688587,0.002579401529804951,6.141614994348288e-14,4.585221091701897e-13
252.02020202020202,0.00016213792602012372,0.002495798997758263,9.412609580650155e-15,8.29780688604842e-13
254.5454545454545,0.0001565840225346773,0.0024133304335184668,2.959438250016433e-15,8.986145161316017e-13
257.07070707070704,0.00015117270732658913,0.0023319403248473944,1.0796051552741659e-13,5.290212712338871e-13
259.5959595959596,0.0001458948864194122,0.0022515766916544,2.6175242529014042e-14,5.361266985914881e-13
262.1212121212121,0.00014074222484347377,0.0021721899627561675,1.890675116467122e-14,1.8076651286946799e-12
264.6464646464646,0.00013570708195212395,0.0020937337381289195,6.558989462668308e-15,1.4426237981979284e-12
267.17171717171715,0.00013078241707884834,0.0020161639175219834,1.8854709460391916e-14,1.3996581671449349e-12
269.6969696969697,0.00012596175340334796,0.0019394387676182731,1.4323611741140496e-14,8.193445921733655e-14
272.2222222222222,0.0001212391001108476,0.0018635188458784038,3.6909711398358525e-14,1.2168044349891716e-13
274.7474747474747,0.00011660892489457628,0.0017883669212191743,1.1364173491124063e-14,1.4327428132787645e-12
277.27272727272725,0.00011206609863067151,0.0017139474342176145,2.2148949341271873e-14,4.192202140984591e-13
279.7979797979798,0.00010760586391358325,0.0016402268841876051,5.000687364198342e-14,4.480860127387132e-13
282.3232323232323,0.00010322379253581715,0.0015671731275921975,1.6819878823071122e-14,2.964295475749168e-13
284.8484848484849,9.891577182861702e-5,0.001494756170460162,3.2480962364189736e-14,1.6331380692236053e-13
287.3737373737374,9.467795399892764e-5,0.001422946909212487,9.405670686746248e-15,4.518607710224387e-14
289.8989898989899,9.050676582683029e-5,0.0013517182215083692,5.4366233737113134e-15,6.380451722520775e-13
292.42424242424244,8.639885605247448e-5,0.0012810438000014895,2.6968011157535443e-14,2.531308496145357e-13
294.949494949495,8.23510828534596e-5,0.0012108987830808003,7.68742708379122e-15,9.35473920549157e-13
297.47474747474746,7.836051144394097e-5,0.0011412596144060269,1.977064345570767e-14,2.275957200481571e-14
300.0,7.442438533398117e-5,0.0010721035081676833,2.811119392820416e-14,8.673506357581573e-12
